"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"85","RT @KayaJones: Trump will go down as the first President to do everything he said he was gonna do.",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Donchaquestionm",12700,TRUE,FALSE,NA,NA
"86","RT @TravelingUS: @kayleighmcenany This is refreshing ...

I am so sick of Trump's insane bullshit @kayleighmcenany",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","christylnrd",5,TRUE,FALSE,NA,NA
"87","@Girl5Trump @anguillaman2 @Alyssa_Milano ah yes girl5trump because that completely eliminates the fact that theres… https://t.co/JWDaNQuxp0",FALSE,0,"Girl5Trump",2020-11-24 23:59:56,TRUE,"1331383868608425987","1303389456754454531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sluggied",0,FALSE,FALSE,NA,NA
"88","@RandyRRQuaid We weren't kidding 1/21/17. 
trump's attacks on environment, press, women &amp; BIPOC,.. - as seen in leg… https://t.co/TM0dO9mqWn",FALSE,0,"RandyRRQuaid",2020-11-24 23:59:56,TRUE,"1331377218732298241","2996253413","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MsJuliG",0,FALSE,FALSE,NA,NA
"89","RT @washingtonpost: Opinion: Donald Trump stands up for the Confederacy one last time https://t.co/w9ge9TbIj7",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BrainScan2017",62,TRUE,FALSE,NA,NA
"90","RT @StevieVanZandt: Maddow is blowing my mind. Trump is not only leaving the Open Skies treaty he is trashing the planes! Making it impossi…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CactusViviYaYa",9933,TRUE,FALSE,NA,NA
"91","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HaytonMike",4818,TRUE,FALSE,NA,NA
"92","RT @MajorPatriot: REMINDER:  Trump was up 800,000 votes in Pennsylvania with 64% of the vote in when everything stopped.",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CharlesDeRose3",10384,TRUE,FALSE,NA,NA
"93","RT @JohnBrennan: And while I will refrain from referencing Donald Trump in Twittersphere again, I will not hesitate to denounce public offi…",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeitzMicky",4855,TRUE,FALSE,NA,NA
"94","@MichaelRapaport @realDonaldTrump If Trump goes away, you got nothing kook...You’re a one trick pony ...GFY Mikey",FALSE,0,"MichaelRapaport",2020-11-24 23:59:55,FALSE,"1331021186315087872","241204643","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bigtime1three",0,FALSE,FALSE,NA,NA
"95","@Ex369PPD @realDonaldTrump What proof do you require?

The popular vote? The electoral vote? Individual states cert… https://t.co/nSfgZi7wQj",FALSE,0,"Ex369PPD",2020-11-24 23:59:55,TRUE,"1331386223387144194","708006501","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HueReddish",0,FALSE,FALSE,NA,NA
"96","RT @RexChapman: Long Island: 

Check-out this Trump supporter trolling the media after the Biden/Harris win. 

Reporters aren’t taking it a…",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Frances67536546",6369,TRUE,FALSE,NA,NA
"97","@wolfblitzer @realDonaldTrump @JoeBiden Hate to break it to you, Wolf.  But Trump is still POTUS over control of th… https://t.co/38UnmTDGRT",FALSE,0,"wolfblitzer",2020-11-24 23:59:55,TRUE,"1331287634082205700","71294756","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GwenBeitel",0,FALSE,FALSE,NA,NA
"98","RT @MajorPatriot: For those saying Trump can always run in 2024.  I have no problem with that.  I've always wanted at least three terms of…",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NavalInfantry",3271,TRUE,FALSE,NA,NA
"99","RT @quipgirl55: @thomaskaine5 He needs to stay away until that place is completely fumigation, de-bedbugged, de-liced, de-fastfood smell, n…",FALSE,0,NA,2020-11-24 23:59:55,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BITS336",1,TRUE,FALSE,NA,NA
"100","@CamEdwards @realTylerZed When AOC wants to put trump supporters in camps, Biden calls for unity, So if we don't wa… https://t.co/aimolEsBa2",FALSE,0,"CamEdwards",2020-11-24 23:59:55,TRUE,"1331350840192413698","18004009","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Brock33345362",0,FALSE,FALSE,NA,NA
